"country_from","country_to","has_same_language"
"SI","SE",FALSE
"SI","CH",FALSE
"SI","TR",FALSE
"SI","UA",FALSE
"SI","GB",FALSE
"ES","SE",FALSE
"ES","CH",FALSE
"ES","TR",FALSE
"ES","UA",FALSE
"ES","GB",FALSE
"SE","CH",FALSE
"SE","TR",FALSE
"SE","UA",FALSE
"SE","GB",FALSE
"CH","TR",FALSE
"CH","UA",FALSE
"CH","GB",FALSE
"TR","UA",FALSE
"TR","GB",FALSE
"UA","GB",FALSE
"GB","GB",TRUE
