"year","round","from_country","to_country","total_points","tele_points","jury_points"
1969,"final","mc","be","0",NA,NA
1969,"final","mc","ie","0",NA,NA
1969,"final","mc","ie","0",NA,NA
1969,"final","mc","gb","0",NA,NA
1969,"final","mc","it","0",NA,NA
1969,"final","nl","ch","4",NA,NA
1969,"final","nl","pt","3",NA,NA
1969,"final","nl","se","0",NA,NA
1969,"final","nl","de","3",NA,NA
1969,"final","nl","fr","0",NA,NA
1969,"final","nl","lu","0",NA,NA
1969,"final","nl","fi","0",NA,NA
1969,"final","nl","mc","0",NA,NA
1969,"final","nl","gb","0",NA,NA
1969,"final","nl","ie","0",NA,NA
1969,"final","nl","es","0",NA,NA
1969,"final","nl","no","0",NA,NA
1969,"final","nl","no","0",NA,NA
1969,"final","nl","yu","0",NA,NA
1969,"final","nl","it","0",NA,NA
1969,"final","nl","be","0",NA,NA
1969,"final","no","mc","3",NA,NA
1969,"final","no","fr","3",NA,NA
1969,"final","no","yu","4",NA,NA
1969,"final","no","fi","0",NA,NA
1969,"final","no","de","0",NA,NA
1969,"final","no","ch","0",NA,NA
1969,"final","no","be","0",NA,NA
1969,"final","no","ie","0",NA,NA
1969,"final","no","pt","0",NA,NA
1969,"final","no","lu","0",NA,NA
1969,"final","no","it","0",NA,NA
1969,"final","no","se","0",NA,NA
1969,"final","no","gb","0",NA,NA
1969,"final","no","nl","0",NA,NA
1969,"final","no","nl","0",NA,NA
1969,"final","no","es","0",NA,NA
1969,"final","pt","de","4",NA,NA
1969,"final","pt","lu","4",NA,NA
1969,"final","pt","no","2",NA,NA
1969,"final","pt","ie","0",NA,NA
1969,"final","pt","ie","0",NA,NA
1969,"final","pt","be","0",NA,NA
1969,"final","pt","gb","0",NA,NA
1969,"final","pt","it","0",NA,NA
1969,"final","pt","yu","0",NA,NA
1969,"final","pt","mc","0",NA,NA
1969,"final","pt","ch","0",NA,NA
1969,"final","pt","nl","0",NA,NA
1969,"final","pt","es","0",NA,NA
1969,"final","pt","fr","0",NA,NA
1969,"final","pt","fi","0",NA,NA
1969,"final","pt","se","0",NA,NA
1969,"final","es","ie","1",NA,NA
1969,"final","es","fi","1",NA,NA
1969,"final","es","no","1",NA,NA
1969,"final","es","be","3",NA,NA
1969,"final","es","nl","3",NA,NA
1969,"final","es","nl","0",NA,NA
1969,"final","es","mc","1",NA,NA
1969,"final","es","lu","0",NA,NA
1969,"final","es","de","0",NA,NA
1969,"final","es","it","0",NA,NA
1969,"final","es","pt","0",NA,NA
1969,"final","es","fr","0",NA,NA
1969,"final","es","se","0",NA,NA
1969,"final","es","gb","0",NA,NA
1969,"final","es","yu","0",NA,NA
1969,"final","es","ch","0",NA,NA
1969,"final","se","fr","1",NA,NA
1969,"final","se","fi","3",NA,NA
1969,"final","se","pt","4",NA,NA
1969,"final","se","no","1",NA,NA
1969,"final","se","be","0",NA,NA
1969,"final","se","mc","0",NA,NA
1969,"final","se","de","0",NA,NA
1969,"final","se","lu","1",NA,NA
1969,"final","se","es","0",NA,NA
1969,"final","se","ie","0",NA,NA
1969,"final","se","ie","0",NA,NA
1969,"final","se","it","0",NA,NA
1969,"final","se","nl","0",NA,NA
1969,"final","se","yu","0",NA,NA
1969,"final","se","ch","0",NA,NA
1969,"final","se","gb","0",NA,NA
1969,"final","ch","nl","0",NA,NA
1969,"final","ch","lu","2",NA,NA
1969,"final","ch","lu","0",NA,NA
1969,"final","ch","no","1",NA,NA
1969,"final","ch","es","4",NA,NA
1969,"final","ch","it","2",NA,NA
1969,"final","ch","be","1",NA,NA
1969,"final","ch","fi","0",NA,NA
1969,"final","ch","de","0",NA,NA
1969,"final","ch","gb","0",NA,NA
1969,"final","ch","mc","0",NA,NA
1969,"final","ch","yu","0",NA,NA
1969,"final","ch","ie","0",NA,NA
1969,"final","ch","fr","0",NA,NA
1969,"final","ch","se","0",NA,NA
1969,"final","ch","pt","0",NA,NA
1969,"final","gb","ch","5",NA,NA
1969,"final","gb","pt","2",NA,NA
1969,"final","gb","pt","0",NA,NA
1969,"final","gb","es","3",NA,NA
1969,"final","gb","nl","0",NA,NA
1969,"final","gb","ie","0",NA,NA
1969,"final","gb","yu","0",NA,NA
1969,"final","gb","no","0",NA,NA
1969,"final","gb","it","0",NA,NA
1969,"final","gb","de","0",NA,NA
1969,"final","gb","fr","0",NA,NA
1969,"final","gb","mc","0",NA,NA
1969,"final","gb","lu","0",NA,NA
1969,"final","gb","be","0",NA,NA
1969,"final","gb","fi","0",NA,NA
1969,"final","gb","se","0",NA,NA
1969,"final","yu","se","0",NA,NA
1969,"final","yu","it","2",NA,NA
1969,"final","yu","no","0",NA,NA
1969,"final","yu","es","0",NA,NA
1969,"final","yu","lu","1",NA,NA
1969,"final","yu","gb","2",NA,NA
1969,"final","yu","ch","3",NA,NA
1969,"final","yu","se","2",NA,NA
1969,"final","yu","mc","0",NA,NA
1969,"final","yu","de","0",NA,NA
1969,"final","yu","fi","0",NA,NA
1969,"final","yu","fr","0",NA,NA
1969,"final","yu","nl","0",NA,NA
1969,"final","yu","pt","0",NA,NA
1969,"final","yu","ie","0",NA,NA
1969,"final","yu","be","0",NA,NA
1970,"final","be","es","3",NA,NA
1970,"final","be","mc","2",NA,NA
1970,"final","be","de","3",NA,NA
1970,"final","be","fr","2",NA,NA
1970,"final","be","lu","0",NA,NA
1970,"final","be","it","0",NA,NA
1970,"final","be","it","0",NA,NA
1970,"final","be","ch","0",NA,NA
1970,"final","be","gb","0",NA,NA
1970,"final","be","yu","0",NA,NA
1970,"final","be","nl","0",NA,NA
1970,"final","be","ie","0",NA,NA
1970,"final","fr","gb","4",NA,NA
1970,"final","fr","it","6",NA,NA
1970,"final","fr","lu","0",NA,NA
1970,"final","fr","ie","0",NA,NA
1970,"final","fr","de","0",NA,NA
1970,"final","fr","ch","0",NA,NA
1970,"final","fr","nl","0",NA,NA
1970,"final","fr","mc","0",NA,NA
1970,"final","fr","yu","0",NA,NA
1970,"final","fr","yu","0",NA,NA
1970,"final","fr","es","0",NA,NA
1970,"final","fr","be","0",NA,NA
1970,"final","de","yu","0",NA,NA
1970,"final","de","ie","0",NA,NA
1970,"final","de","nl","1",NA,NA
1970,"final","de","fr","4",NA,NA
1970,"final","de","be","1",NA,NA
1970,"final","de","be","3",NA,NA
1970,"final","de","ch","1",NA,NA
1970,"final","de","mc","0",NA,NA
1970,"final","de","lu","0",NA,NA
1970,"final","de","es","0",NA,NA
1970,"final","de","gb","0",NA,NA
1970,"final","de","it","0",NA,NA
1970,"final","ie","mc","3",NA,NA
1970,"final","ie","yu","2",NA,NA
1970,"final","ie","yu","5",NA,NA
1970,"final","ie","gb","0",NA,NA
1970,"final","ie","fr","0",NA,NA
1970,"final","ie","it","0",NA,NA
1970,"final","ie","lu","0",NA,NA
1970,"final","ie","de","0",NA,NA
1970,"final","ie","nl","0",NA,NA
1970,"final","ie","es","0",NA,NA
1970,"final","ie","be","0",NA,NA
1970,"final","ie","ch","0",NA,NA
1970,"final","it","gb","1",NA,NA
1970,"final","it","de","0",NA,NA
1970,"final","it","yu","1",NA,NA
1970,"final","it","be","2",NA,NA
1970,"final","it","be","4",NA,NA
1970,"final","it","ie","0",NA,NA
1970,"final","it","mc","2",NA,NA
1970,"final","it","es","0",NA,NA
1970,"final","it","lu","0",NA,NA
1970,"final","it","nl","0",NA,NA
1970,"final","it","ch","0",NA,NA
1970,"final","it","fr","0",NA,NA
1970,"final","lu","be","0",NA,NA
1970,"final","lu","be","1",NA,NA
1970,"final","lu","yu","0",NA,NA
1970,"final","lu","fr","1",NA,NA
1970,"final","lu","es","4",NA,NA
1970,"final","lu","de","2",NA,NA
1970,"final","lu","ch","1",NA,NA
1970,"final","lu","gb","0",NA,NA
1970,"final","lu","it","1",NA,NA
1970,"final","lu","nl","0",NA,NA
1970,"final","lu","mc","0",NA,NA
1970,"final","lu","ie","0",NA,NA
1970,"final","mc","it","3",NA,NA
1970,"final","mc","nl","1",NA,NA
1970,"final","mc","nl","4",NA,NA
1970,"final","mc","lu","1",NA,NA
1970,"final","mc","gb","1",NA,NA
1970,"final","mc","ie","0",NA,NA
1970,"final","mc","ch","0",NA,NA
1970,"final","mc","be","0",NA,NA
1970,"final","mc","de","0",NA,NA
1970,"final","mc","fr","0",NA,NA
1970,"final","mc","yu","0",NA,NA
1970,"final","mc","es","0",NA,NA
1970,"final","nl","mc","3",NA,NA
1970,"final","nl","mc","1",NA,NA
1970,"final","nl","gb","0",NA,NA
1970,"final","nl","yu","3",NA,NA
1970,"final","nl","ch","3",NA,NA
1970,"final","nl","de","0",NA,NA
1970,"final","nl","ie","0",NA,NA
1970,"final","nl","it","0",NA,NA
1970,"final","nl","lu","0",NA,NA
1970,"final","nl","es","0",NA,NA
1970,"final","nl","fr","0",NA,NA
1970,"final","nl","be","0",NA,NA
1970,"final","es","lu","2",NA,NA
1970,"final","es","nl","3",NA,NA
1970,"final","es","ie","3",NA,NA
1970,"final","es","gb","1",NA,NA
1970,"final","es","it","1",NA,NA
1970,"final","es","ch","0",NA,NA
1970,"final","es","de","0",NA,NA
1970,"final","es","de","0",NA,NA
1970,"final","es","yu","0",NA,NA
1970,"final","es","be","0",NA,NA
1970,"final","es","mc","0",NA,NA
1970,"final","es","fr","0",NA,NA
1970,"final","ch","lu","4",NA,NA
1970,"final","ch","es","0",NA,NA
1970,"final","ch","mc","6",NA,NA
1970,"final","ch","it","0",NA,NA
1970,"final","ch","yu","0",NA,NA
1970,"final","ch","nl","0",NA,NA
1970,"final","ch","fr","0",NA,NA
1970,"final","ch","fr","0",NA,NA
1970,"final","ch","ie","0",NA,NA
1970,"final","ch","gb","0",NA,NA
1970,"final","ch","be","0",NA,NA
1970,"final","ch","de","0",NA,NA
1970,"final","gb","nl","2",NA,NA
1970,"final","gb","ie","0",NA,NA
1970,"final","gb","ie","4",NA,NA
1970,"final","gb","be","2",NA,NA
1970,"final","gb","es","2",NA,NA
1970,"final","gb","fr","0",NA,NA
1970,"final","gb","ch","0",NA,NA
1970,"final","gb","yu","0",NA,NA
1970,"final","gb","it","0",NA,NA
1970,"final","gb","mc","0",NA,NA
1970,"final","gb","de","0",NA,NA
1970,"final","gb","lu","0",NA,NA
1970,"final","yu","es","4",NA,NA
1970,"final","yu","ch","4",NA,NA
1970,"final","yu","be","2",NA,NA
1970,"final","yu","mc","0",NA,NA
1970,"final","yu","ie","0",NA,NA
1970,"final","yu","ie","0",NA,NA
1970,"final","yu","de","0",NA,NA
1970,"final","yu","fr","0",NA,NA
1970,"final","yu","gb","0",NA,NA
1970,"final","yu","lu","0",NA,NA
1970,"final","yu","it","0",NA,NA
1970,"final","yu","nl","0",NA,NA
1971,"final","at","pt","",NA,NA
1971,"final","at","be","",NA,NA
1971,"final","at","yu","",NA,NA
1971,"final","at","de","",NA,NA
1971,"final","at","es","",NA,NA
1971,"final","at","mt","",NA,NA
1971,"final","at","fi","",NA,NA
1971,"final","at","ch","",NA,NA
1971,"final","at","nl","",NA,NA
1971,"final","at","gb","",NA,NA
1971,"final","at","fr","",NA,NA
1971,"final","at","it","",NA,NA
1971,"final","at","no","",NA,NA
1971,"final","at","no","",NA,NA
1971,"final","at","lu","",NA,NA
1971,"final","at","ie","",NA,NA
1971,"final","at","se","",NA,NA
1971,"final","at","mc","",NA,NA
1971,"final","be","se","",NA,NA
1971,"final","be","yu","",NA,NA
1971,"final","be","fi","",NA,NA
1971,"final","be","mt","",NA,NA
1971,"final","be","nl","",NA,NA
1971,"final","be","es","",NA,NA
1971,"final","be","de","",NA,NA
1971,"final","be","at","",NA,NA
1971,"final","be","ie","",NA,NA
1971,"final","be","fr","",NA,NA
1971,"final","be","no","",NA,NA
1971,"final","be","no","",NA,NA
1971,"final","be","mc","",NA,NA
1971,"final","be","ch","",NA,NA
1971,"final","be","pt","",NA,NA
1971,"final","be","it","",NA,NA
1971,"final","be","gb","",NA,NA
1971,"final","be","lu","",NA,NA
1971,"final","fi","it","",NA,NA
1971,"final","fi","it","",NA,NA
1971,"final","fi","mc","",NA,NA
1971,"final","fi","se","",NA,NA
1971,"final","fi","es","",NA,NA
1971,"final","fi","fr","",NA,NA
1971,"final","fi","lu","",NA,NA
1971,"final","fi","ch","",NA,NA
1971,"final","fi","nl","",NA,NA
1971,"final","fi","no","",NA,NA
1971,"final","fi","gb","",NA,NA
1971,"final","fi","at","",NA,NA
1971,"final","fi","de","",NA,NA
1971,"final","fi","be","",NA,NA
1971,"final","fi","yu","",NA,NA
1971,"final","fi","ie","",NA,NA
1971,"final","fi","pt","",NA,NA
1971,"final","fi","mt","",NA,NA
1971,"final","fr","mt","",NA,NA
1971,"final","fr","ch","",NA,NA
1971,"final","fr","ie","",NA,NA
1971,"final","fr","at","",NA,NA
1971,"final","fr","pt","",NA,NA
1971,"final","fr","mt","",NA,NA
1971,"final","fr","be","",NA,NA
1971,"final","fr","de","",NA,NA
1971,"final","fr","yu","",NA,NA
1971,"final","fr","gb","",NA,NA
1971,"final","fr","fi","",NA,NA
1971,"final","fr","se","",NA,NA
1971,"final","fr","mc","",NA,NA
1971,"final","fr","no","",NA,NA
1971,"final","fr","es","",NA,NA
1971,"final","fr","it","",NA,NA
1971,"final","fr","nl","",NA,NA
1971,"final","fr","lu","",NA,NA
1971,"final","de","mc","",NA,NA
1971,"final","de","nl","",NA,NA
1971,"final","de","ie","",NA,NA
1971,"final","de","ie","",NA,NA
1971,"final","de","mt","",NA,NA
1971,"final","de","es","",NA,NA
1971,"final","de","pt","",NA,NA
1971,"final","de","be","",NA,NA
1971,"final","de","fr","",NA,NA
1971,"final","de","no","",NA,NA
1971,"final","de","se","",NA,NA
1971,"final","de","ch","",NA,NA
1971,"final","de","yu","",NA,NA
1971,"final","de","at","",NA,NA
1971,"final","de","lu","",NA,NA
1971,"final","de","it","",NA,NA
1971,"final","de","fi","",NA,NA
1971,"final","de","gb","",NA,NA
1971,"final","ie","it","",NA,NA
1971,"final","ie","yu","",NA,NA
1971,"final","ie","gb","",NA,NA
1971,"final","ie","be","",NA,NA
1971,"final","ie","se","",NA,NA
1971,"final","ie","lu","",NA,NA
1971,"final","ie","at","",NA,NA
1971,"final","ie","es","",NA,NA
1971,"final","ie","fi","",NA,NA
1971,"final","ie","ch","",NA,NA
1971,"final","ie","no","",NA,NA
1971,"final","ie","mt","",NA,NA
1971,"final","ie","fr","",NA,NA
1971,"final","ie","de","",NA,NA
1971,"final","ie","pt","",NA,NA
1971,"final","ie","pt","",NA,NA
1971,"final","ie","mc","",NA,NA
1971,"final","ie","nl","",NA,NA
1971,"final","it","gb","",NA,NA
1971,"final","it","no","",NA,NA
1971,"final","it","ie","",NA,NA
1971,"final","it","mc","",NA,NA
1971,"final","it","nl","",NA,NA
1971,"final","it","se","",NA,NA
1971,"final","it","fr","",NA,NA
1971,"final","it","at","",NA,NA
1971,"final","it","lu","",NA,NA
1971,"final","it","es","",NA,NA
1971,"final","it","be","",NA,NA
1971,"final","it","fi","",NA,NA
1971,"final","it","fi","",NA,NA
1971,"final","it","mt","",NA,NA
1971,"final","it","pt","",NA,NA
1971,"final","it","yu","",NA,NA
1971,"final","it","de","",NA,NA
1971,"final","it","ch","",NA,NA
1971,"final","lu","at","",NA,NA
1971,"final","lu","gb","",NA,NA
1971,"final","lu","es","",NA,NA
1971,"final","lu","se","",NA,NA
1971,"final","lu","mt","",NA,NA
1971,"final","lu","yu","",NA,NA
1971,"final","lu","fi","",NA,NA
1971,"final","lu","de","",NA,NA
1971,"final","lu","ie","",NA,NA
1971,"final","lu","fr","",NA,NA
1971,"final","lu","be","",NA,NA
1971,"final","lu","mc","",NA,NA
1971,"final","lu","nl","",NA,NA
1971,"final","lu","it","",NA,NA
1971,"final","lu","ch","",NA,NA
1971,"final","lu","ch","",NA,NA
1971,"final","lu","pt","",NA,NA
1971,"final","lu","no","",NA,NA
1971,"final","mt","mc","",NA,NA
1971,"final","mt","fi","",NA,NA
1971,"final","mt","yu","",NA,NA
1971,"final","mt","gb","",NA,NA
1971,"final","mt","fr","",NA,NA
1971,"final","mt","se","",NA,NA
1971,"final","mt","ie","",NA,NA
1971,"final","mt","no","",NA,NA
1971,"final","mt","lu","",NA,NA
1971,"final","mt","ch","",NA,NA
1971,"final","mt","ch","",NA,NA
1971,"final","mt","nl","",NA,NA
1971,"final","mt","at","",NA,NA
1971,"final","mt","es","",NA,NA
1971,"final","mt","it","",NA,NA
1971,"final","mt","pt","",NA,NA
1971,"final","mt","be","",NA,NA
1971,"final","mt","de","",NA,NA
1971,"final","mc","mt","",NA,NA
1971,"final","mc","be","",NA,NA
1971,"final","mc","it","",NA,NA
1971,"final","mc","yu","",NA,NA
1971,"final","mc","fr","",NA,NA
1971,"final","mc","lu","",NA,NA
1971,"final","mc","gb","",NA,NA
1971,"final","mc","se","",NA,NA
1971,"final","mc","de","",NA,NA
1971,"final","mc","no","",NA,NA
1971,"final","mc","es","",NA,NA
1971,"final","mc","at","",NA,NA
1971,"final","mc","pt","",NA,NA
1971,"final","mc","nl","",NA,NA
1971,"final","mc","ch","",NA,NA
1971,"final","mc","fi","",NA,NA
1971,"final","mc","fi","",NA,NA
1971,"final","mc","ie","",NA,NA
1971,"final","nl","ie","",NA,NA
1971,"final","nl","pt","",NA,NA
1971,"final","nl","se","",NA,NA
1971,"final","nl","fi","",NA,NA
1971,"final","nl","yu","",NA,NA
1971,"final","nl","mt","",NA,NA
1971,"final","nl","be","",NA,NA
1971,"final","nl","ch","",NA,NA
1971,"final","nl","ch","",NA,NA
1971,"final","nl","es","",NA,NA
1971,"final","nl","de","",NA,NA
1971,"final","nl","mc","",NA,NA
1971,"final","nl","no","",NA,NA
1971,"final","nl","gb","",NA,NA
1971,"final","nl","at","",NA,NA
1971,"final","nl","fr","",NA,NA
1971,"final","nl","lu","",NA,NA
1971,"final","nl","it","",NA,NA
1971,"final","no","it","",NA,NA
1971,"final","no","ch","",NA,NA
1971,"final","no","fr","",NA,NA
1971,"final","no","lu","",NA,NA
1971,"final","no","lu","",NA,NA
1971,"final","no","gb","",NA,NA
1971,"final","no","de","",NA,NA
1971,"final","no","se","",NA,NA
1971,"final","no","es","",NA,NA
1971,"final","no","ie","",NA,NA
1971,"final","no","fi","",NA,NA
1971,"final","no","mt","",NA,NA
1971,"final","no","be","",NA,NA
1971,"final","no","pt","",NA,NA
1971,"final","no","mc","",NA,NA
1971,"final","no","at","",NA,NA
1971,"final","no","nl","",NA,NA
1971,"final","no","yu","",NA,NA
1971,"final","pt","ie","",NA,NA
1971,"final","pt","be","",NA,NA
1971,"final","pt","ch","",NA,NA
1971,"final","pt","fi","",NA,NA
1971,"final","pt","at","",NA,NA
1971,"final","pt","lu","",NA,NA
1971,"final","pt","no","",NA,NA
1971,"final","pt","no","",NA,NA
1971,"final","pt","gb","",NA,NA
1971,"final","pt","mt","",NA,NA
1971,"final","pt","nl","",NA,NA
1971,"final","pt","yu","",NA,NA
1971,"final","pt","se","",NA,NA
1971,"final","pt","it","",NA,NA
1971,"final","pt","de","",NA,NA
1971,"final","pt","mc","",NA,NA
1971,"final","pt","fr","",NA,NA
1971,"final","pt","es","",NA,NA
1971,"final","es","gb","",NA,NA
1971,"final","es","no","",NA,NA
1971,"final","es","mc","",NA,NA
1971,"final","es","it","",NA,NA
1971,"final","es","at","",NA,NA
1971,"final","es","nl","",NA,NA
1971,"final","es","se","",NA,NA
1971,"final","es","ie","",NA,NA
1971,"final","es","de","",NA,NA
1971,"final","es","lu","",NA,NA
1971,"final","es","yu","",NA,NA
1971,"final","es","fr","",NA,NA
1971,"final","es","ch","",NA,NA
1971,"final","es","fi","",NA,NA
1971,"final","es","fi","",NA,NA
1971,"final","es","pt","",NA,NA
1971,"final","es","mt","",NA,NA
1971,"final","es","be","",NA,NA
1971,"final","se","de","",NA,NA
1971,"final","se","fi","",NA,NA
1971,"final","se","pt","",NA,NA
1971,"final","se","mc","",NA,NA
1971,"final","se","mt","",NA,NA
1971,"final","se","ch","",NA,NA
1971,"final","se","be","",NA,NA
1971,"final","se","at","",NA,NA
1971,"final","se","at","",NA,NA
1971,"final","se","lu","",NA,NA
1971,"final","se","ie","",NA,NA
1971,"final","se","yu","",NA,NA
1971,"final","se","fr","",NA,NA
1971,"final","se","es","",NA,NA
1971,"final","se","no","",NA,NA
1971,"final","se","it","",NA,NA
1971,"final","se","gb","",NA,NA
1971,"final","se","nl","",NA,NA
1971,"final","ch","ie","",NA,NA
1971,"final","ch","fi","",NA,NA
1971,"final","ch","no","",NA,NA
1971,"final","ch","nl","",NA,NA
1971,"final","ch","mt","",NA,NA
1971,"final","ch","es","",NA,NA
1971,"final","ch","be","",NA,NA
1971,"final","ch","mc","",NA,NA
1971,"final","ch","it","",NA,NA
1971,"final","ch","fr","",NA,NA
1971,"final","ch","gb","",NA,NA
1971,"final","ch","pt","",NA,NA
1971,"final","ch","yu","",NA,NA
1971,"final","ch","yu","",NA,NA
1971,"final","ch","at","",NA,NA
1971,"final","ch","se","",NA,NA
1971,"final","ch","lu","",NA,NA
1971,"final","ch","de","",NA,NA
1971,"final","gb","it","",NA,NA
1971,"final","gb","yu","",NA,NA
1971,"final","gb","ch","",NA,NA
1971,"final","gb","lu","",NA,NA
1971,"final","gb","lu","",NA,NA
1971,"final","gb","no","",NA,NA
1971,"final","gb","mt","",NA,NA
1971,"final","gb","fi","",NA,NA
1971,"final","gb","at","",NA,NA
1971,"final","gb","pt","",NA,NA
1971,"final","gb","be","",NA,NA
1971,"final","gb","fr","",NA,NA
1971,"final","gb","es","",NA,NA
1971,"final","gb","nl","",NA,NA
1971,"final","gb","se","",NA,NA
1971,"final","gb","mc","",NA,NA
1971,"final","gb","ie","",NA,NA
1971,"final","gb","de","",NA,NA
1971,"final","yu","mt","",NA,NA
1971,"final","yu","fr","",NA,NA
1971,"final","yu","gb","",NA,NA
1971,"final","yu","gb","",NA,NA
1971,"final","yu","it","",NA,NA
1971,"final","yu","de","",NA,NA
1971,"final","yu","be","",NA,NA
1971,"final","yu","pt","",NA,NA
1971,"final","yu","at","",NA,NA
1971,"final","yu","lu","",NA,NA
1971,"final","yu","nl","",NA,NA
1971,"final","yu","es","",NA,NA
1971,"final","yu","ch","",NA,NA
1971,"final","yu","se","",NA,NA
1971,"final","yu","ie","",NA,NA
1971,"final","yu","no","",NA,NA
1971,"final","yu","mc","",NA,NA
1971,"final","yu","fi","",NA,NA
1972,"final","at","pt","",NA,NA
1972,"final","at","be","",NA,NA
1972,"final","at","ch","",NA,NA
1972,"final","at","ch","",NA,NA
1972,"final","at","yu","",NA,NA
1972,"final","at","se","",NA,NA
1972,"final","at","no","",NA,NA
1972,"final","at","de","",NA,NA
1972,"final","at","mc","",NA,NA
1972,"final","at","fi","",NA,NA
1972,"final","at","fr","",NA,NA
1972,"final","at","es","",NA,NA
1972,"final","at","nl","",NA,NA
1972,"final","at","mt","",NA,NA
1972,"final","at","gb","",NA,NA
1972,"final","at","lu","",NA,NA
1972,"final","at","ie","",NA,NA
1972,"final","at","it","",NA,NA
1972,"final","be","gb","",NA,NA
1972,"final","be","gb","",NA,NA
1972,"final","be","de","",NA,NA
1972,"final","be","ch","",NA,NA
1972,"final","be","fr","",NA,NA
1972,"final","be","pt","",NA,NA
1972,"final","be","se","",NA,NA
1972,"final","be","mc","",NA,NA
1972,"final","be","nl","",NA,NA
1972,"final","be","es","",NA,NA
1972,"final","be","it","",NA,NA
1972,"final","be","lu","",NA,NA
1972,"final","be","no","",NA,NA
1972,"final","be","mt","",NA,NA
1972,"final","be","at","",NA,NA
1972,"final","be","ie","",NA,NA
1972,"final","be","fi","",NA,NA
1972,"final","be","yu","",NA,NA
1972,"final","fi","at","",NA,NA
1972,"final","fi","fr","",NA,NA
1972,"final","fi","se","",NA,NA
1972,"final","fi","mc","",NA,NA
1972,"final","fi","es","",NA,NA
1972,"final","fi","no","",NA,NA
1972,"final","fi","de","",NA,NA
1972,"final","fi","ie","",NA,NA
1972,"final","fi","be","",NA,NA
1972,"final","fi","pt","",NA,NA
1972,"final","fi","yu","",NA,NA
1972,"final","fi","lu","",NA,NA
1972,"final","fi","nl","",NA,NA
1972,"final","fi","nl","",NA,NA
1972,"final","fi","gb","",NA,NA
1972,"final","fi","ch","",NA,NA
1972,"final","fi","it","",NA,NA
1972,"final","fi","mt","",NA,NA
1972,"final","fr","nl","",NA,NA
1972,"final","fr","pt","",NA,NA
1972,"final","fr","de","",NA,NA
1972,"final","fr","yu","",NA,NA
1972,"final","fr","at","",NA,NA
1972,"final","fr","ie","",NA,NA
1972,"final","fr","mc","",NA,NA
1972,"final","fr","lu","",NA,NA
1972,"final","fr","fi","",NA,NA
1972,"final","fr","it","",NA,NA
1972,"final","fr","gb","",NA,NA
1972,"final","fr","gb","",NA,NA
1972,"final","fr","no","",NA,NA
1972,"final","fr","be","",NA,NA
1972,"final","fr","es","",NA,NA
1972,"final","fr","mt","",NA,NA
1972,"final","fr","ch","",NA,NA
1972,"final","fr","se","",NA,NA
1972,"final","de","be","",NA,NA
1972,"final","de","mc","",NA,NA
1972,"final","de","yu","",NA,NA
1972,"final","de","es","",NA,NA
1972,"final","de","lu","",NA,NA
1972,"final","de","gb","",NA,NA
1972,"final","de","fi","",NA,NA
1972,"final","de","nl","",NA,NA
1972,"final","de","mt","",NA,NA
1972,"final","de","ch","",NA,NA
1972,"final","de","ie","",NA,NA
1972,"final","de","at","",NA,NA
1972,"final","de","pt","",NA,NA
1972,"final","de","no","",NA,NA
1972,"final","de","fr","",NA,NA
1972,"final","de","it","",NA,NA
1972,"final","de","se","",NA,NA
1972,"final","de","se","",NA,NA
1972,"final","ie","be","",NA,NA
1972,"final","ie","fi","",NA,NA
1972,"final","ie","lu","",NA,NA
1972,"final","ie","mt","",NA,NA
1972,"final","ie","it","",NA,NA
1972,"final","ie","fr","",NA,NA
1972,"final","ie","ch","",NA,NA
1972,"final","ie","pt","",NA,NA
1972,"final","ie","nl","",NA,NA
1972,"final","ie","at","",NA,NA
1972,"final","ie","es","",NA,NA
1972,"final","ie","es","",NA,NA
1972,"final","ie","de","",NA,NA
1972,"final","ie","mc","",NA,NA
1972,"final","ie","gb","",NA,NA
1972,"final","ie","se","",NA,NA
1972,"final","ie","yu","",NA,NA
1972,"final","ie","no","",NA,NA
1972,"final","it","ch","",NA,NA
1972,"final","it","be","",NA,NA
1972,"final","it","gb","",NA,NA
1972,"final","it","mc","",NA,NA
1972,"final","it","yu","",NA,NA
1972,"final","it","es","",NA,NA
1972,"final","it","pt","",NA,NA
1972,"final","it","mt","",NA,NA
1972,"final","it","fr","",NA,NA
1972,"final","it","se","",NA,NA
1972,"final","it","ie","",NA,NA
1972,"final","it","at","",NA,NA
1972,"final","it","fi","",NA,NA
1972,"final","it","de","",NA,NA
1972,"final","it","lu","",NA,NA
1972,"final","it","no","",NA,NA
1972,"final","it","no","",NA,NA
1972,"final","it","nl","",NA,NA
1972,"final","lu","fi","",NA,NA
1972,"final","lu","ch","",NA,NA
1972,"final","lu","ch","",NA,NA
1972,"final","lu","no","",NA,NA
1972,"final","lu","es","",NA,NA
1972,"final","lu","it","",NA,NA
1972,"final","lu","ie","",NA,NA
1972,"final","lu","at","",NA,NA
1972,"final","lu","mt","",NA,NA
1972,"final","lu","de","",NA,NA
1972,"final","lu","pt","",NA,NA
1972,"final","lu","fr","",NA,NA
1972,"final","lu","nl","",NA,NA
1972,"final","lu","gb","",NA,NA
1972,"final","lu","mc","",NA,NA
1972,"final","lu","yu","",NA,NA
1972,"final","lu","se","",NA,NA
1972,"final","lu","be","",NA,NA
1972,"final","mt","yu","",NA,NA
1972,"final","mt","fr","",NA,NA
1972,"final","mt","at","",NA,NA
1972,"final","mt","no","",NA,NA
1972,"final","mt","lu","",NA,NA
1972,"final","mt","se","",NA,NA
